Datetime,Tweet Id,Text,Username,Lang,ReplyCount,URL,RetweetCount,LikeCount,Source
2023-01-14 09:02:40+00:00,1614186223354142722,"#7 Scientific applications, such as protein structure predictor AlphaFold from @DeepMind, are also being engineered to reveal new scientific knowledge as opposed to just predictions.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614186223354142722,1,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 09:02:18+00:00,1614186129624043520,"#6 Explaining and understanding AI predictions correctly!

When designing safety-critical applications like self-driving cars, more insight is needed to see how models prescribe optimal automated actions.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614186129624043520,1,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 09:01:37+00:00,1614185960450961410,"#5 Increased activity in Generative AI!

Taking the internet by storm lately, generating ‘new’ images and text requires more complex extensions than the basic paradigm. The success of DALL-E and ChatGPT means that more such technologies are already in use and in the pipeline.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185960450961410,1,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 09:00:52+00:00,1614185770797137922,"#4 It is of utmost importance today to synchronize AI skills with the upcoming AI trends to stay relevant in the job market. But what are these upcoming trends?

Let’s find out!",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185770797137922,1,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 09:00:17+00:00,1614185624348798977,"#3 It has become a common trend for skill-based courses to combine data science, machine learning, and artificial intelligence into single coherent curricula🧑‍🎓

Now, that is interesting, isn’t it?",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185624348798977,1,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 08:59:57+00:00,1614185537874833408,"#2 As AI based on deep learning relies on large datasets, skilling in AI has also lately been focused on how to work with large volumes of unstructured data. 

For example, courses in AI today have become specialized courses in data science or big data.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185537874833408,1,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 08:59:13+00:00,1614185354155950080,"#1 Learning AI today is mostly about learning-ML, and deep learning, as applied to natural language and vision. The explosion of AI implementations is a result of the relative ease of implementing deep neural networks.  

But, how does this impact skilling in AI? 🤹",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185354155950080,1,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 08:58:11+00:00,1614185095409324035,"Welcome to the first edition of #AIOnTheGo in 2023- INDIAai’s bi-monthly news thread. With a tremendous response over a year, we’re elated and excited to keep moving ahead in our spree to provide the latest news on AI and more!

So, let’s dive deep into today’s news 🧵",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1614185095409324035,1,6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-14 07:23:00+00:00,1614161139813986304,"Let’s test how strong are your AI concepts! Can you state some examples of supervised and unsupervised learning in AI?

To learn more such concepts or brush your basics, check out our booklet 'AI for Everyone'- https://t.co/i67GxrhD9V 

#TermsOfAI #AIsystems #aibasics #indiaai https://t.co/hZ1sg8JPyz",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1614161139813986304,2,6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-13 08:13:36+00:00,1613811486404796417,@ROBOGlobal @alteryx @alteryxlibby @__anjali__raja @Bosch_AI @ipventures_in @_DigitalIndia @GoI_MeitY @NeGD_GoI @nasscom,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1613811486404796417,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-13 08:07:22+00:00,1613809917173051393,"How scalable is AI adoption? Is there a shortage of AI talent in the workplace? Despite @ROBOGlobal's projection of AI &amp; ML spending reaching $375 billion by 2025, we are halted at a global paradox for this technology. 

Read more to find out: https://t.co/WlelaY4Hr3

 @alteryx",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1613809917173051393,0,3,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-13 05:00:06+00:00,1613762792598958082,@GoI_MeitY @NeGD_GoI @nasscom,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1613762792598958082,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-13 05:00:06+00:00,1613762789927194625,"Ever heard of abductive reasoning in AI? A type of logical reasoning that begins with a single or more observations, abductive reasoning is a standard tool used by diagnostic expert systems. 

Tap here to read more: https://t.co/2naP5xXOmQ

@jeevprabnivash @_DigitalIndia",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1613762789927194625,1,5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-11 09:02:26+00:00,1613099000852512773,"An AI algorithm authoring a book may sound like fiction, but it isn't! ‘Bridging the AI gap’ is entirely written by AI algorithms trained by Fluid AI. Read this conversation with Abhinav Aggarwal, Co-founder at @fluidAI1 to know how it was possible: https://t.co/kQrIJIQ2sJ",OfficialIndiaAI,en,2,https://twitter.com/OfficialIndiaAI/status/1613099000852512773,0,6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-11 08:43:26+00:00,1613094220839153665,@nasscom @NeGD_GoI,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1613094220839153665,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-06 05:12:39+00:00,1611229234168750081,@jeevprabnivash @_DigitalIndia @GoI_MeitY @nasscom @NeGD_GoI,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1611229234168750081,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-06 05:12:38+00:00,1611229231337570304,"A graph database can help you identify data relationships. Here are some interesting open-source graph databases for different use cases: https://t.co/WOpuYnxBFt

@oxfordsemantic @neo4j @redisfeed @aerospikedb @fauna @dgraphlabs @arangodb",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1611229231337570304,0,4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-05 10:15:34+00:00,1610943078076133378,"The best-first search uses an evaluation method to identify and investigate the most promising adjacent location to explore. 

Tap here to understand more about this search algorithm: https://t.co/nEyjfmGSyk

@jeevprabnivash @_DigitalIndia @GoI_MeitY @nasscom @NeGD_GoI",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1610943078076133378,1,4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-05 09:22:46+00:00,1610929792630816771,@CropInTech @jeevprabnivash @GoI_MeitY @NeGD_GoI @nasscom @_DigitalIndia,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1610929792630816771,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-05 09:22:46+00:00,1610929790189731845,Governments and enterprises worldwide are accelerating technology investments in agriculture to minimize the environmental impact of farming and the looming economic slump. Let's look at some agri-food industry trends that will pick up in 2023: https://t.co/92AlJHm2qJ,OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610929790189731845,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-05 05:56:33+00:00,1610877895978717184,Read my latest: “#ThisMonthInAI: What the future holds with AI innovations in 2023 ” https://t.co/NukCIYMSjh,OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610877895978717184,0,3,"<a href=""http://www.getrevue.co"" rel=""nofollow"">Revue</a>"
2023-01-05 05:10:53+00:00,1610866402600292353,@jeevprabnivash @_DigitalIndia @GoI_MeitY @nasscom @NeGD_GoI,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1610866402600292353,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-05 05:06:55+00:00,1610865402745360387,"From touchscreen Braille technologies to wearables to 3D sound mapping, these significant innovations truly propagate the idea of AI for Good. 

Want to know how? Tap here: https://t.co/dLYW7zANMc

#WorldBrailleDay",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1610865402745360387,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-04 11:10:22+00:00,1610594480113188871,"Which brain areas are active when analysing a computer program? Get your answer in this article as @MIT  researchers visualise a computer program in the human brain: https://t.co/tnVvgM7buO

@jeevprabnivash @_DigitalIndia @GoI_MeitY @nasscom @NeGD_GoI",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1610594480113188871,1,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-04 09:33:50+00:00,1610570188289896449,"For millions of people around the world, Artificial Intelligence is not a matter of convenience, but a necessity. And true to this fact, it has also become a great ally of Braille in helping visually impaired people.

@WHO @aptagrim @saqibs @Microsoft @flaneur_soda72 https://t.co/lbkmPpUCpe",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610570188289896449,1,5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-04 05:42:57+00:00,1610512086349774849,@nasscom @NeGD_GoI @dbeaver_news @razorsql @MySQL @Oracle @paradigmasoft,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1610512086349774849,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-04 05:42:57+00:00,1610512082977574912,"SQL is considered to be one of the best languages for database management since every site developer and data administrator uses it to interact with a database. Check out these seven intriguing SQL editing tools:
https://t.co/koOIOQcCie

@jeevprabnivash @_DigitalIndia @GoI_MeitY",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610512082977574912,1,3,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 10:30:04+00:00,1610221954086363136,@debjani_ghosh_ @sangeetagupta29 @SiddiquiAsna @srikanth @umakant_soni @artparkindia @gggodhwani @CivicDatalab @innovcorps @g20org @_DigitalIndia @NeGD_GoI,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1610221954086363136,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 10:30:04+00:00,1610221951007723529,"@nasscom, @GoI_MeitY, along with industry partners such as @fractalai, @Microsoft, @Infosys, IDFC Institute, @TCS &amp; @amazon, had constituted the Data Taskforce in 2021 to suggest ways to unlock the potential of India's Open Government Data and effectively collate the report.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610221951007723529,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 10:30:03+00:00,1610221945894887428,"Data is the new treasure in today's world. To read about the country's open data resources, the problem statement, insights, findings, and recommendations, check out this recently released report, 'Unlocking Potential of India’s Open Data’: https://t.co/9UWdUxX8PU
 
@abhish18 https://t.co/TllfIqcxOl",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610221945894887428,3,14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 06:37:47+00:00,1610163496762904577,"Tap here to read some recent breakthroughs in artificial intelligence &amp; data science including gaussian processes, facial analysis, and atypical sketch content: https://t.co/OumUOpAXDS

@Cornell @jeevprabnivash @_DigitalIndia @GoI_MeitY @NeGD_GoI @nasscom",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1610163496762904577,1,4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 05:07:26+00:00,1610140760153935872,@NeGD_GoI @nasscom,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1610140760153935872,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-03 05:07:26+00:00,1610140757649915904,"Federated learning is a collaborative machine learning method that leverages unaltered data. 

Here is a list of five notable resources for learning this ML technique in 2023: https://t.co/OFtnRRIGcc

@openminedorg @github @IBM @nvidia @jeevprabnivash @_DigitalIndia @GoI_MeitY",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1610140757649915904,3,6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-02 09:39:09+00:00,1609846752638795777,"Depth-first Search (DFS) is an algorithm that uses a recursive approach for exploring all vertices of a graph. Want to know more about its applications? Tap here to find out: https://t.co/4tBaZNPTWI  

@jeevprabnivash @GoI_MeitY @NeGD_GoI @nasscom @_DigitalIndia",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609846752638795777,2,6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-02 06:25:51+00:00,1609798104508936193,@jeevprabnivash @_DigitalIndia @GoI_MeitY @NeGD_GoI @nasscom,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1609798104508936193,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-02 06:25:50+00:00,1609798101740703744,"Machine learning techniques &amp; algorithms, today, are a lifeline in deploying various technologies across domains. 

Interested to read about some of the fascinating ML techniques like Gene expression programming &amp; Cultural algorithm? Tap here: https://t.co/wF11ogmabf",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609798101740703744,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-02 05:03:30+00:00,1609777379626586113,@GoI_MeitY @NeGD_GoI @nasscom,OfficialIndiaAI,qam,0,https://twitter.com/OfficialIndiaAI/status/1609777379626586113,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-02 05:03:29+00:00,1609777377068060672,"Ever heard of AI creating music? Is there a religion that worships AI? Brace yourselves as INDIAai has collated some of the most intriguing questions on various AI-related talks &amp; answered them all. 

Read them here: https://t.co/OsUVszqtr3

@jeevprabnivash @_DigitalIndia",OfficialIndiaAI,en,2,https://twitter.com/OfficialIndiaAI/status/1609777377068060672,2,5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2023-01-01 06:29:31+00:00,1609436639209885698,"As we step into another new year, we are ready to welcome new avenues of innovations that open doors to newer technological advancements.

INDIAai wishes everyone a very happy and prosperous new year!

#NewYear #NewYear2023 #HappyNewYear #technology #artificialintelligence https://t.co/vB5b2bFQlC",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609436639209885698,2,12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-12-31 09:04:31+00:00,1609113259831087107,"What are your thoughts on AI and the changing landscape of cybersecurity? We would like to hear! Let us know👇

Share the thread with your fellow AI enthusiasts and look out for more such interesting news threads coming soon in 2023!🧵",OfficialIndiaAI,en,0,https://twitter.com/OfficialIndiaAI/status/1609113259831087107,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-12-31 09:02:31+00:00,1609112753788309504,"That’s all for today folks! To read more about how AI is going to be the key to cutting-edge cybersecurity in 2023, tap https://t.co/926X7jeRR7",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609112753788309504,1,3,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-12-31 09:00:56+00:00,1609112357984440322,"Do you agree that with greater adoption and integration of AI-based technologies, we are stepping into a secured future framework?",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609112357984440322,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-12-31 08:59:25+00:00,1609111976336297985,"The worldwide market for AI-based cybersecurity products is estimated to reach $133.8 billion by 2030, up from $14.9 billion last year.   

Interesting, right?

#GlobalAIMarket #CyberSecurity",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609111976336297985,1,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-12-31 08:57:51+00:00,1609111581186756609,"What will the landscape of cybersecurity look like in 2023?

According to @PwC's annual Global Digital Trust Insights- India edition, 82% of corporate leaders anticipate raising cybersecurity budgets in 2023 to counter the evolving threat landscape.",OfficialIndiaAI,en,1,https://twitter.com/OfficialIndiaAI/status/1609111581186756609,0,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
